evidence_sha256	bank	sound_id	source_id	root_note	key_min	key_max	velocity_min	velocity_max	route_ntypes	route_event_ids	route_target_id	selection_group_id	selection_mode	avoid_repeat	playlist_index	playlist_order	playlist_weight	container_loop_count	selection_continuous	selection_global	selection_reset_playlist	selection_max_instances	selection_kill_newest	instance_group_id	max_instances	kill_newest	instance_limit_global	instance_use_virtual_behavior	instance_limits	pitch_cents	pitch_random_min_cents	pitch_random_max_cents	makeup_gain_db	volume_db	release_ms	sound_loop_count	midi_break_loop_on_note_off	sample_loops	loop_start_frame	loop_end_frame	loop_play_count	sample_loop_regions	wem_exists	wav_exists	wem_path	wav_path
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	492093747	502085977	40	39	42	0	127	[14]	[3795255203]	488727718	551349399	random	1	0	[492093747]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	4.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/502085977.wem	midi_instrument_15_probasscontra/502085977.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	395544595	513205738	40	39	42	0	127	[12]	[3795255205]	571372541	865048550	random	1	0	[395544595]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	4.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/513205738.wem	midi_instrument_15_probasscontra/513205738.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	382105394	605101863	40	39	54	0	127	[27]	[3812032797]	1016856238	44035342	random	1	0	[382105394, 517668379]	50000	0	True	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	0.0	79.00000363588333	0	False	1	43063	169554	0	[{'start_frame': 43063, 'end_frame': 169554, 'play_count': 0}]	True	True	midi_instrument_15_probasscontra/605101863.wem	midi_instrument_15_probasscontra/605101863.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	832151924	931477087	40	39	54	0	127	[25]	[3812032799]	400015369	222352992	random	1	0	[832151924, 625058291]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	7.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/931477087.wem	midi_instrument_15_probasscontra/931477087.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	452795133	1054498029	40	39	42	0	127	[13]	[3795255204]	931473836	120830641	random	1	0	[452795133]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	4.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/1054498029.wem	midi_instrument_15_probasscontra/1054498029.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	1041267369	58878836	44	43	46	0	127	[3]	[3778477623]	43712532	339482219	random	1	0	[1041267369]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	4.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/58878836.wem	midi_instrument_15_probasscontra/58878836.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	10533977	98709264	44	43	46	0	127	[27]	[3812032797]	1016856238	369004180	random	1	0	[10533977, 649450553]	50000	0	True	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	0.0	79.00000363588333	0	False	1	38762	183111	0	[{'start_frame': 38762, 'end_frame': 183111, 'play_count': 0}]	True	True	midi_instrument_15_probasscontra/98709264.wem	midi_instrument_15_probasscontra/98709264.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	500930312	151204604	44	43	46	0	127	[26]	[3812032796]	492026895	927745714	random	1	0	[500930312, 30538677]	50000	0	True	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	3.0	79.00000363588333	0	False	1	45469	189097	0	[{'start_frame': 45469, 'end_frame': 189097, 'play_count': 0}]	True	True	midi_instrument_15_probasscontra/151204604.wem	midi_instrument_15_probasscontra/151204604.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	47686020	298451551	44	43	46	0	127	[12]	[3795255205]	571372541	21784496	random	1	0	[47686020]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	4.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/298451551.wem	midi_instrument_15_probasscontra/298451551.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	710974075	565343685	44	43	46	0	127	[23]	[3812032793]	705703346	890518384	random	1	0	[710974075]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	4.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/565343685.wem	midi_instrument_15_probasscontra/565343685.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	649450553	569820411	44	43	46	0	127	[27]	[3812032797]	1016856238	369004180	random	1	1	[10533977, 649450553]	50000	0	True	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	0.0	79.00000363588333	0	False	1	40642	169700	0	[{'start_frame': 40642, 'end_frame': 169700, 'play_count': 0}]	True	True	midi_instrument_15_probasscontra/569820411.wem	midi_instrument_15_probasscontra/569820411.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	30538677	575847231	44	43	46	0	127	[26]	[3812032796]	492026895	927745714	random	1	1	[500930312, 30538677]	50000	0	True	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	3.0	79.00000363588333	0	False	1	43232	187441	0	[{'start_frame': 43232, 'end_frame': 187441, 'play_count': 0}]	True	True	midi_instrument_15_probasscontra/575847231.wem	midi_instrument_15_probasscontra/575847231.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	712391918	659804464	44	43	46	0	127	[0]	[3778477620]	367494170	909007986	random	1	0	[712391918]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	4.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/659804464.wem	midi_instrument_15_probasscontra/659804464.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	515300651	698021388	44	43	46	0	127	[14]	[3795255203]	488727718	435657549	random	1	0	[515300651]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	4.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/698021388.wem	midi_instrument_15_probasscontra/698021388.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	69800228	875675369	44	43	46	0	127	[25]	[3812032799]	400015369	1047621693	random	1	1	[793572191, 69800228]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	7.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/875675369.wem	midi_instrument_15_probasscontra/875675369.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	821351294	941478021	44	43	46	0	127	[13]	[3795255204]	931473836	930436015	random	1	0	[821351294]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	4.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/941478021.wem	midi_instrument_15_probasscontra/941478021.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	793572191	1018958145	44	43	46	0	127	[25]	[3812032799]	400015369	1047621693	random	1	0	[793572191, 69800228]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	7.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/1018958145.wem	midi_instrument_15_probasscontra/1018958145.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	976623735	186966004	48	47	50	0	127	[12]	[3795255205]	571372541	15644179	random	1	0	[976623735]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	4.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/186966004.wem	midi_instrument_15_probasscontra/186966004.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	967024128	196494562	48	47	50	0	127	[27]	[3812032797]	1016856238	9083118	random	1	0	[967024128, 825558481]	50000	0	True	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	0.0	79.00000363588333	0	False	1	97497	171493	0	[{'start_frame': 97497, 'end_frame': 171493, 'play_count': 0}]	True	True	midi_instrument_15_probasscontra/196494562.wem	midi_instrument_15_probasscontra/196494562.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	990205241	295928987	48	47	50	0	127	[23]	[3812032793]	705703346	620873033	random	1	0	[990205241]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	4.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/295928987.wem	midi_instrument_15_probasscontra/295928987.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	1067145300	508579553	48	47	50	0	127	[25]	[3812032799]	400015369	846519987	random	1	1	[370089779, 1067145300]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	7.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/508579553.wem	midi_instrument_15_probasscontra/508579553.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	855325563	547879050	48	47	50	0	127	[26]	[3812032796]	492026895	778786172	random	1	0	[855325563, 286690456]	50000	0	True	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	3.0	79.00000363588333	0	False	1	43240	187477	0	[{'start_frame': 43240, 'end_frame': 187477, 'play_count': 0}]	True	True	midi_instrument_15_probasscontra/547879050.wem	midi_instrument_15_probasscontra/547879050.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	370089779	648309570	48	47	50	0	127	[25]	[3812032799]	400015369	846519987	random	1	0	[370089779, 1067145300]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	7.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/648309570.wem	midi_instrument_15_probasscontra/648309570.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	286690456	664898109	48	47	50	0	127	[26]	[3812032796]	492026895	778786172	random	1	1	[855325563, 286690456]	50000	0	True	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	3.0	79.00000363588333	0	False	1	44997	189354	0	[{'start_frame': 44997, 'end_frame': 189354, 'play_count': 0}]	True	True	midi_instrument_15_probasscontra/664898109.wem	midi_instrument_15_probasscontra/664898109.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	139514688	671338639	48	47	50	0	127	[14]	[3795255203]	488727718	430152922	random	1	0	[139514688]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	4.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/671338639.wem	midi_instrument_15_probasscontra/671338639.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	725825544	699647599	48	47	50	0	127	[3]	[3778477623]	43712532	885306234	random	1	0	[725825544]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	4.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/699647599.wem	midi_instrument_15_probasscontra/699647599.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	452694989	901697251	48	47	50	0	127	[13]	[3795255204]	931473836	166598230	random	1	0	[452694989]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	4.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/901697251.wem	midi_instrument_15_probasscontra/901697251.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	837051582	974689441	48	47	50	0	127	[0]	[3778477620]	367494170	64370470	random	1	0	[837051582]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	4.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/974689441.wem	midi_instrument_15_probasscontra/974689441.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	825558481	1011183068	48	47	50	0	127	[27]	[3812032797]	1016856238	9083118	random	1	1	[967024128, 825558481]	50000	0	True	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	0.0	79.00000363588333	0	False	1	96582	187776	0	[{'start_frame': 96582, 'end_frame': 187776, 'play_count': 0}]	True	True	midi_instrument_15_probasscontra/1011183068.wem	midi_instrument_15_probasscontra/1011183068.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	565778320	81504650	52	51	54	0	127	[26]	[3812032796]	492026895	655215600	random	1	1	[201234632, 565778320]	50000	0	True	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	3.0	79.00000363588333	0	False	1	44679	188607	0	[{'start_frame': 44679, 'end_frame': 188607, 'play_count': 0}]	True	True	midi_instrument_15_probasscontra/81504650.wem	midi_instrument_15_probasscontra/81504650.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	266975407	118209703	52	51	54	0	127	[23]	[3812032793]	705703346	553243611	random	1	0	[266975407]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	4.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/118209703.wem	midi_instrument_15_probasscontra/118209703.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	201234632	291937394	52	51	54	0	127	[26]	[3812032796]	492026895	655215600	random	1	0	[201234632, 565778320]	50000	0	True	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	3.0	79.00000363588333	0	False	1	43167	187382	0	[{'start_frame': 43167, 'end_frame': 187382, 'play_count': 0}]	True	True	midi_instrument_15_probasscontra/291937394.wem	midi_instrument_15_probasscontra/291937394.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	591888888	317126068	52	51	54	0	127	[25]	[3812032799]	400015369	437639067	random	1	1	[32452951, 591888888]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	7.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/317126068.wem	midi_instrument_15_probasscontra/317126068.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	823070359	442392159	52	51	54	0	127	[13]	[3795255204]	931473836	1024681835	random	1	0	[823070359]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	4.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/442392159.wem	midi_instrument_15_probasscontra/442392159.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	360551335	489460873	52	51	54	0	127	[0]	[3778477620]	367494170	124201725	random	1	0	[360551335]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	4.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/489460873.wem	midi_instrument_15_probasscontra/489460873.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	727163763	518463613	52	51	54	0	127	[3]	[3778477623]	43712532	865725004	random	1	0	[727163763]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	4.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/518463613.wem	midi_instrument_15_probasscontra/518463613.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	951911782	532095333	52	51	54	0	127	[12]	[3795255205]	571372541	299209653	random	1	0	[951911782]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	4.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/532095333.wem	midi_instrument_15_probasscontra/532095333.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	781589254	586203635	52	51	54	0	127	[27]	[3812032797]	1016856238	912200591	random	1	1	[267966959, 781589254]	50000	0	True	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	0.0	79.00000363588333	0	False	1	107905	187232	0	[{'start_frame': 107905, 'end_frame': 187232, 'play_count': 0}]	True	True	midi_instrument_15_probasscontra/586203635.wem	midi_instrument_15_probasscontra/586203635.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	32452951	621744087	52	51	54	0	127	[25]	[3812032799]	400015369	437639067	random	1	0	[32452951, 591888888]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	7.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/621744087.wem	midi_instrument_15_probasscontra/621744087.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	267966959	861433086	52	51	54	0	127	[27]	[3812032797]	1016856238	912200591	random	1	0	[267966959, 781589254]	50000	0	True	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	0.0	79.00000363588333	0	False	1	115058	183442	0	[{'start_frame': 115058, 'end_frame': 183442, 'play_count': 0}]	True	True	midi_instrument_15_probasscontra/861433086.wem	midi_instrument_15_probasscontra/861433086.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	895846562	966114515	52	51	54	0	127	[14]	[3795255203]	488727718	988249426	random	1	0	[895846562]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	4.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/966114515.wem	midi_instrument_15_probasscontra/966114515.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	136420488	77656620	56	55	58	0	127	[0]	[3778477620]	367494170	607764245	random	1	0	[136420488]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	4.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/77656620.wem	midi_instrument_15_probasscontra/77656620.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	736808082	97406501	56	55	58	0	127	[25]	[3812032799]	400015369	261164753	random	1	0	[736808082, 342556094]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	7.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/97406501.wem	midi_instrument_15_probasscontra/97406501.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	644784609	146151346	56	55	58	0	127	[13]	[3795255204]	931473836	257224621	random	1	0	[644784609]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	4.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/146151346.wem	midi_instrument_15_probasscontra/146151346.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	744023479	169097093	56	55	58	0	127	[23]	[3812032793]	705703346	905574897	random	1	0	[744023479]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	4.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/169097093.wem	midi_instrument_15_probasscontra/169097093.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	617510932	186754559	56	55	58	0	127	[27]	[3812032797]	1016856238	583473048	random	1	1	[538713740, 617510932]	50000	0	True	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	0.0	79.00000363588333	0	False	1	114722	188715	0	[{'start_frame': 114722, 'end_frame': 188715, 'play_count': 0}]	True	True	midi_instrument_15_probasscontra/186754559.wem	midi_instrument_15_probasscontra/186754559.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	970832222	348213716	56	55	58	0	127	[26]	[3812032796]	492026895	70501549	random	1	0	[970832222, 479244279]	50000	0	True	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	3.0	79.00000363588333	0	False	1	41202	185366	0	[{'start_frame': 41202, 'end_frame': 185366, 'play_count': 0}]	True	True	midi_instrument_15_probasscontra/348213716.wem	midi_instrument_15_probasscontra/348213716.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	636713881	504263104	56	55	58	0	127	[14]	[3795255203]	488727718	546289635	random	1	0	[636713881]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	4.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/504263104.wem	midi_instrument_15_probasscontra/504263104.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	479244279	649443580	56	55	58	0	127	[26]	[3812032796]	492026895	70501549	random	1	1	[970832222, 479244279]	50000	0	True	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	3.0	79.00000363588333	0	False	1	42533	186708	0	[{'start_frame': 42533, 'end_frame': 186708, 'play_count': 0}]	True	True	midi_instrument_15_probasscontra/649443580.wem	midi_instrument_15_probasscontra/649443580.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	342556094	782975611	56	55	58	0	127	[25]	[3812032799]	400015369	261164753	random	1	1	[736808082, 342556094]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	7.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/782975611.wem	midi_instrument_15_probasscontra/782975611.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	735928019	866801284	56	55	58	0	127	[12]	[3795255205]	571372541	340765155	random	1	0	[735928019]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	4.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/866801284.wem	midi_instrument_15_probasscontra/866801284.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	454838202	951889313	56	55	58	0	127	[3]	[3778477623]	43712532	848539278	random	1	0	[454838202]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	4.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/951889313.wem	midi_instrument_15_probasscontra/951889313.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	538713740	996193745	56	55	58	0	127	[27]	[3812032797]	1016856238	583473048	random	1	0	[538713740, 617510932]	50000	0	True	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	0.0	79.00000363588333	0	False	1	117268	189175	0	[{'start_frame': 117268, 'end_frame': 189175, 'play_count': 0}]	True	True	midi_instrument_15_probasscontra/996193745.wem	midi_instrument_15_probasscontra/996193745.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	559806396	25292100	48	59	64	0	127	[26]	[3812032796]	492026895	965061927	random	1	1	[1011537681, 559806396]	50000	0	True	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	3.0	79.00000363588333	0	False	1	42251	186197	0	[{'start_frame': 42251, 'end_frame': 186197, 'play_count': 0}]	True	True	midi_instrument_15_probasscontra/25292100.wem	midi_instrument_15_probasscontra/25292100.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	596295119	85391074	48	59	62	0	127	[23]	[3812032793]	705703346	72000200	random	1	0	[596295119]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	4.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/85391074.wem	midi_instrument_15_probasscontra/85391074.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	1011537681	244395017	48	59	64	0	127	[26]	[3812032796]	492026895	965061927	random	1	0	[1011537681, 559806396]	50000	0	True	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	3.0	79.00000363588333	0	False	1	43069	187365	0	[{'start_frame': 43069, 'end_frame': 187365, 'play_count': 0}]	True	True	midi_instrument_15_probasscontra/244395017.wem	midi_instrument_15_probasscontra/244395017.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	496035854	310273197	48	59	62	0	127	[13]	[3795255204]	931473836	786685505	random	1	0	[496035854]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	4.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/310273197.wem	midi_instrument_15_probasscontra/310273197.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	651431620	388970433	48	59	62	0	127	[0]	[3778477620]	367494170	569204822	random	1	0	[651431620]	50000	1	False	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	4.0	79.00000363588333		False	0				[]	True	True	midi_instrument_15_probasscontra/388970433.wem	midi_instrument_15_probasscontra/388970433.wav
a4875632c008e77e9d20dd20826735755697c6bdda8d76dab9a8f638466b61bc	midi_instrument_15_probasscontra	567644648	538861499	48	59	64	0	127	[27]	[3812032797]	1016856238	823861254	random	1	1	[743156457, 567644648]	50000	0	True	True	True	0	False		0	False	False	False	[]	0.0	0.0	0.0	0.0	0.0	79.00000363588333	0	False	1	63370	175330	0	[{'start_frame': 63370, 'end_frame': 175330, 'play_count': 0}]	True	True	midi_instrument_15_probasscontra/538861499.wem	midi_instrument_15_probasscontra/538861499.wav
